"","X","dvcat","weight","dead","airbag","seatbelt","frontal","sex","ageOFocc","yearacc","yearVeh","abcat","occRole","deploy","injSeverity","caseid"
"22823",22823,"10-24",24.4429999999702,"alive","airbag","belted",1,"m",21,2002,1999,"deploy","pass",1,1,"12:91:1"
"22825",22825,"25-39",265.882999997586,"alive","airbag","belted",1,"f",27,2002,2001,"deploy","driver",1,0,"12:92:2"
"22826",22826,"55+",24.2679999999236,"alive","none","belted",1,"m",18,2002,1988,"unavail","driver",0,3,"12:94:1"
"22828",22828,"40-54",24.2679999999236,"dead","airbag","belted",0,"m",50,2002,2000,"deploy","driver",1,2,"12:94:2"
"22831",22831,"10-24",312.966999996454,"alive","airbag","belted",1,"f",22,2002,1996,"deploy","driver",1,1,"12:98:2"
"22833",22833,"10-24",905.157999999821,"alive","none","belted",1,"f",21,2002,1988,"unavail","driver",0,0,"12:100:1"
"22835",22835,"10-24",384.04999999702,"alive","airbag","belted",1,"f",19,2002,2000,"nodeploy","driver",0,0,"12:104:1"
"22838",22838,"10-24",21.4149999998044,"alive","airbag","belted",1,"m",48,2002,1992,"nodeploy","driver",0,0,"12:106:2"
"22839",22839,"10-24",21.4149999998044,"alive","airbag","belted",1,"m",51,2002,1992,"nodeploy","pass",0,0,"12:106:2"
"22841",22841,"10-24",21.4149999998044,"alive","airbag","none",1,"f",58,2002,2001,"nodeploy","pass",0,3,"12:106:3"
"22842",22842,"25-39",24.2679999999236,"alive","none","none",1,"f",33,2002,1989,"unavail","driver",0,3,"12:107:1"
"22844",22844,"25-39",74.714999999851,"alive","airbag","belted",1,"m",57,2002,2002,"deploy","driver",1,0,"12:108:2"
"22847",22847,"55+",24.2679999999236,"alive","none","none",1,"m",40,2002,1985,"unavail","driver",0,0,"12:110:2"
"22849",22849,"10-24",92.1079999990761,"alive","airbag","belted",1,"f",19,2002,1997,"deploy","pass",1,2,"12:111:1"
"22851",22851,"10-24",24.4429999999702,"alive","airbag","belted",1,"f",36,2002,2000,"deploy","driver",1,1,"12:115:1"
"22854",22854,"10-24",1274.11899998784,"alive","airbag","none",1,"f",30,2002,2000,"nodeploy","pass",0,1,"12:117:1"
"22855",22855,"25-39",41.5449999999255,"alive","airbag","belted",1,"f",30,2002,2001,"deploy","driver",1,3,"12:118:1"
"22857",22857,"25-39",397.991999998689,"alive","none","belted",0,"m",25,2002,1978,"unavail","driver",0,1,"12:122:1"
"22858",22858,"25-39",397.991999998689,"alive","airbag","belted",1,"f",37,2002,1997,"deploy","driver",1,1,"12:122:2"
"22860",22860,"40-54",24.2679999999236,"alive","airbag","none",1,"m",18,2002,1991,"deploy","driver",1,2,"12:125:1"
"22863",22863,"10-24",753.350999996066,"alive","airbag","belted",1,"f",28,2002,2002,"deploy","driver",1,0,"12:126:2"
"22865",22865,"40-54",24.2679999999236,"alive","none","belted",0,"f",26,2002,1989,"unavail","driver",0,3,"12:128:1"
"22867",22867,"25-39",24.2679999999236,"alive","airbag","belted",1,"f",66,2002,2002,"deploy","pass",1,1,"12:128:2"
"22870",22870,"25-39",47.0789999999106,"alive","airbag","belted",1,"f",24,2002,1995,"deploy","driver",1,3,"12:130:1"
"22871",22871,"10-24",47.0789999999106,"alive","airbag","belted",0,"m",33,2002,1993,"nodeploy","driver",0,0,"12:130:2"
"22873",22873,"10-24",318.763999998569,"alive","airbag","belted",1,"f",75,2002,2002,"nodeploy","pass",0,1,"12:131:1"
"22874",22874,"10-24",318.763999998569,"alive","none","belted",1,"f",38,2002,1984,"unavail","driver",0,1,"12:131:2"
"22876",22876,"10-24",907.734999999404,"alive","airbag","belted",1,"f",49,2002,2002,"deploy","driver",1,0,"12:132:1"
"22879",22879,"10-24",284.388999998569,"alive","airbag","belted",1,"f",79,2002,2000,"deploy","pass",1,1,"12:133:1"
"22881",22881,"40-54",24.2679999999236,"alive","none","belted",0,"f",21,2002,1994,"unavail","pass",0,3,"12:136:1"
"22883",22883,"10-24",781.24699999392,"alive","airbag","none",0,"f",16,2002,1997,"deploy","driver",1,2,"12:137:1"
"22886",22886,"40-54",24.4429999999702,"alive","none","none",1,"m",33,2002,1993,"unavail","driver",0,3,"12:139:1"
"22887",22887,"25-39",24.4429999999702,"dead","airbag","belted",1,"f",54,2002,1991,"deploy","driver",1,4,"12:139:2"
"22889",22889,"10-24",24.4429999999702,"alive","airbag","belted",0,"m",51,2002,1993,"deploy","driver",1,1,"12:139:3"
"22890",22890,"40-54",24.2679999999236,"alive","airbag","belted",0,"m",45,2002,1991,"deploy","driver",1,3,"12:141:1"
"22892",22892,"25-39",24.2679999999236,"alive","none","belted",0,"m",54,2002,1989,"unavail","driver",0,3,"12:142:1"
"22895",22895,"25-39",24.4429999999702,"alive","airbag","belted",1,"m",78,2002,1997,"deploy","driver",1,4,"12:147:1"
"22897",22897,"25-39",666.973999999464,"alive","none","none",1,"f",26,2002,1981,"unavail","pass",0,2,"12:148:1"
"22899",22899,"10-24",115.73099999968,"alive","airbag","belted",0,"m",67,2002,2003,"nodeploy","driver",0,0,"12:150:1"
"22902",22902,"25-39",234.74499999918,"alive","airbag","belted",1,"f",44,2002,1993,"deploy","driver",1,2,"12:151:1"
"22903",22903,"10-24",678.922999992967,"alive","airbag","belted",1,"f",16,2002,1994,"deploy","driver",1,0,"12:153:1"
"22905",22905,"10-24",678.922999992967,"alive","airbag","belted",1,"m",18,2002,1995,"nodeploy","driver",0,0,"12:153:2"
"22906",22906,"40-54",24.4429999999702,"dead","none","none",1,"m",59,2002,1991,"unavail","driver",0,4,"12:154:1"
"22908",22908,"25-39",24.4429999999702,"alive","airbag","belted",0,"f",36,2002,1996,"nodeploy","driver",0,1,"12:154:2"
"22911",22911,"10-24",301.288999997079,"alive","airbag","belted",1,"f",76,2002,2002,"deploy","driver",1,1,"12:157:2"
"22913",22913,"40-54",21.4149999998044,"alive","airbag","belted",0,"f",18,2002,2000,"deploy","driver",1,3,"12:160:1"
"22915",22915,"25-39",732.020999997854,"alive","airbag","belted",1,"m",38,2002,1996,"deploy","driver",1,0,"12:162:2"
"22918",22918,"10-24",321.415999997407,"alive","airbag","belted",1,"f",49,2002,2000,"deploy","pass",1,1,"12:165:1"
"22919",22919,"10-24",662.13599999994,"alive","none","belted",0,"f",58,2002,1992,"unavail","driver",0,0,"12:167:1"
"22921",22921,"25-39",24.4429999999702,"alive","airbag","none",1,"m",21,2002,1997,"deploy","driver",1,2,"12:172:1"
"22922",22922,"25-39",24.4429999999702,"dead","airbag","none",1,"m",27,2002,1997,"deploy","pass",1,4,"12:172:1"
"22924",22924,"25-39",322.824999999255,"alive","airbag","none",1,"m",30,2002,2002,"deploy","driver",1,2,"12:174:1"
"22927",22927,"10-24",175.686999998987,"alive","none","belted",1,"f",20,2002,1993,"unavail","driver",0,0,"12:177:2"
"22929",22929,"10-24",1367.88199999928,"alive","none","none",1,"f",27,2002,1994,"unavail","driver",0,1,"12:178:2"
"22931",22931,"10-24",776.132999993861,"alive","airbag","belted",1,"f",47,2002,1999,"nodeploy","driver",0,0,"12:181:1"
"22934",22934,"10-24",24.2679999999236,"alive","airbag","belted",1,"m",35,2002,1998,"nodeploy","driver",0,0,"12:183:2"
"22935",22935,"10-24",24.2679999999236,"alive","airbag","belted",1,"m",34,2002,1998,"nodeploy","pass",0,5,"12:183:2"
"22937",22937,"25-39",207.611999999732,"alive","none","belted",0,"f",45,2002,1994,"unavail","pass",0,2,"12:184:1"
"22938",22938,"10-24",207.611999999732,"alive","none","belted",1,"m",46,2002,1994,"unavail","driver",0,0,"12:184:2"
"22940",22940,"10-24",600.450999997556,"alive","none","belted",1,"m",22,2002,1984,"unavail","driver",0,0,"12:185:1"
"22943",22943,"55+",80.6619999995455,"dead","airbag","belted",1,"m",60,2002,2000,"deploy","driver",1,4,"12:186:2"
"22945",22945,"25-39",24.4509999998845,"alive","airbag","belted",1,"m",37,2002,1998,"deploy","driver",1,2,"12:187:1"
"22947",22947,"1-9km/h",24.4509999998845,"alive","airbag","belted",0,"m",35,2002,2000,"nodeploy","driver",0,0,"12:187:3"
"22950",22950,"10-24",78.3479999992996,"alive","airbag","belted",1,"m",28,2002,1992,"deploy","driver",1,2,"13:1:1"
"22951",22951,"25-39",78.3479999992996,"alive","airbag","belted",0,"f",72,2002,2001,"deploy","driver",1,3,"13:1:2"
"22953",22953,"1-9km/h",795.475999996066,"alive","none","none",0,"m",40,2002,1989,"unavail","driver",0,0,"13:3:1"
"22954",22954,"1-9km/h",795.475999996066,"alive","none","belted",0,"m",24,2002,1989,"unavail","pass",0,0,"13:3:1"
"22956",22956,"10-24",155.636999998242,"alive","airbag","belted",1,"m",18,2002,1996,"deploy","driver",1,0,"13:7:1"
"22959",22959,"25-39",79.7589999996126,"alive","none","none",1,"f",18,2002,1988,"unavail","driver",0,3,"13:9:1"
"22961",22961,"25-39",79.7589999996126,"alive","none","belted",0,"f",49,2002,1987,"unavail","driver",0,3,"13:9:2"
"22963",22963,"25-39",135.351999999955,"alive","none","belted",0,"f",21,2002,1989,"unavail","pass",0,3,"13:10:1"
"22966",22966,"25-39",85.6489999992773,"dead","none","none",0,"m",44,2002,1991,"unavail","pass",0,4,"13:14:2"
"22967",22967,"10-24",711.281999997795,"alive","airbag","belted",1,"m",44,2002,2000,"nodeploy","driver",0,0,"13:16:2"
"22969",22969,"25-39",246.209999999031,"alive","none","belted",0,"f",87,2002,1992,"unavail","pass",0,1,"13:20:1"
"22970",22970,"10-24",246.209999999031,"alive","airbag","belted",1,"f",19,2002,1991,"deploy","driver",1,1,"13:20:2"
"22972",22972,"1-9km/h",416.632999997586,"alive","airbag","belted",0,"m",37,2002,2000,"nodeploy","driver",0,0,"13:22:1"
"22975",22975,"10-24",79.7589999996126,"alive","none","belted",1,"m",27,2002,1985,"unavail","driver",0,0,"13:25:2"
"22977",22977,"10-24",234.7229999993,"alive","airbag","belted",1,"f",30,2002,1999,"nodeploy","driver",0,0,"13:29:1"
"22979",22979,"25-39",570.667999997735,"alive","none","none",1,"m",21,2002,1994,"unavail","pass",0,NA,"13:30:1"
"22982",22982,"10-24",570.667999997735,"alive","none","belted",0,"m",17,2002,1978,"unavail","driver",0,0,"13:31:2"
"22983",22983,"25-39",409.823999997228,"alive","airbag","belted",1,"f",44,2002,1995,"deploy","driver",1,2,"13:33:1"
"22985",22985,"10-24",409.823999997228,"alive","airbag","belted",1,"f",55,2002,1997,"deploy","pass",1,2,"13:33:2"
"22986",22986,"10-24",102.42399999965,"alive","airbag","belted",0,"f",47,2002,2000,"nodeploy","driver",0,2,"13:36:1"
"22988",22988,"10-24",427.195999998599,"alive","airbag","belted",1,"f",19,2002,1999,"deploy","driver",1,0,"13:39:1"
"22991",22991,"10-24",97.2059999993071,"alive","airbag","belted",1,"f",35,2002,2000,"nodeploy","driver",0,1,"13:41:2"
"22993",22993,"10-24",985.698999993503,"alive","none","belted",0,"m",17,2002,1992,"unavail","driver",0,0,"13:44:1"
"22995",22995,"10-24",156.481999998912,"alive","airbag","belted",1,"f",26,2002,1999,"deploy","driver",1,0,"13:47:1"
"22998",22998,"10-24",79.7589999996126,"alive","airbag","belted",0,"m",50,2002,1997,"deploy","driver",1,0,"13:50:1"
"22999",22999,"25-39",79.7589999996126,"alive","none","belted",1,"f",34,2002,1993,"unavail","driver",0,3,"13:50:2"
"23001",23001,"40-54",85.6489999992773,"dead","none","none",1,"m",28,2002,1992,"unavail","driver",0,4,"13:54:1"
"23002",23002,"25-39",100.658999999985,"alive","airbag","belted",0,"m",27,2002,1998,"nodeploy","driver",0,2,"13:56:1"
"23004",23004,"10-24",248.100999999791,"alive","none","belted",1,"m",24,2002,1991,"unavail","pass",0,1,"13:57:1"
"23007",23007,"40-54",71.625,"alive","airbag","belted",1,"m",54,2002,1999,"deploy","driver",1,2,"13:59:1"
"23009",23009,"10-24",311.272999998182,"alive","none","belted",1,"f",17,2002,1987,"unavail","driver",0,0,"13:62:1"
"23011",23011,"10-24",79.7589999996126,"alive","none","belted",0,"f",24,2002,1989,"unavail","driver",0,3,"13:63:2"
"23014",23014,"40-54",189.14999999851,"alive","airbag","belted",1,"f",24,2002,1997,"deploy","driver",1,1,"13:66:1"
"23015",23015,"40-54",189.14999999851,"alive","airbag","belted",1,"f",18,2002,1993,"deploy","driver",1,1,"13:66:2"
"23017",23017,"10-24",78.4469999996945,"alive","airbag","belted",1,"m",25,2002,2002,"deploy","driver",1,1,"13:70:1"
"23018",23018,"10-24",78.4469999996945,"alive","airbag","belted",1,"f",22,2002,2002,"deploy","pass",1,0,"13:70:1"
"23020",23020,"10-24",78.4469999996945,"alive","airbag","none",0,"f",39,2002,1995,"deploy","pass",1,1,"13:70:2"
"23023",23023,"25-39",79.7589999996126,"alive","airbag","belted",1,"f",20,2002,1995,"nodeploy","driver",0,0,"13:73:2"
"23025",23025,"10-24",264.809999998659,"alive","none","belted",1,"f",18,2002,1989,"unavail","driver",0,2,"13:74:2"
"23027",23027,"10-24",264.809999998659,"alive","none","belted",0,"m",48,2002,1984,"unavail","driver",0,1,"13:75:1"
"23030",23030,"10-24",74.9739999994636,"alive","none","belted",1,"m",39,2002,1992,"unavail","pass",0,1,"13:78:1"
"23031",23031,"10-24",74.9739999994636,"alive","airbag","belted",0,"m",19,2002,2001,"nodeploy","driver",0,0,"13:78:2"
"23033",23033,"1-9km/h",143.250999998301,"alive","airbag","belted",0,"m",88,2002,2001,"nodeploy","driver",0,0,"13:79:1"
"23034",23034,"10-24",353.078999999911,"alive","none","none",0,"f",26,2002,1988,"unavail","driver",0,1,"13:80:1"
"23036",23036,"10-24",79.7589999996126,"alive","none","belted",1,"f",21,2002,1987,"unavail","driver",0,3,"13:82:1"
"23039",23039,"10-24",302.639999996871,"alive","airbag","belted",0,"f",53,2002,2001,"deploy","driver",1,0,"13:84:2"
"23041",23041,"10-24",75.6599999992177,"alive","airbag","belted",1,"f",22,2002,1996,"nodeploy","driver",0,2,"13:87:2"
"23043",23043,"10-24",75.6599999992177,"alive","none","belted",1,"f",77,2002,1991,"unavail","driver",0,1,"13:88:2"
"23046",23046,"40-54",79.7589999996126,"alive","airbag","belted",1,"m",41,2002,1992,"deploy","driver",1,3,"13:92:1"
"23047",23047,"40-54",79.7589999996126,"alive","airbag","belted",1,"m",64,2002,2000,"deploy","driver",1,2,"13:92:2"
"23049",23049,"10-24",309.407999999821,"alive","airbag","belted",1,"f",21,2002,1999,"nodeploy","driver",0,0,"13:95:1"
"23050",23050,"10-24",752.243999995291,"alive","none","belted",1,"m",22,2002,1994,"unavail","driver",0,1,"13:96:1"
"23052",23052,"25-39",113.489999999292,"alive","none","belted",1,"f",21,2002,1989,"unavail","driver",0,2,"13:98:1"
"23055",23055,"25-39",262.917999997735,"alive","none","belted",1,"m",17,2002,1991,"unavail","pass",0,0,"13:103:1"
"23057",23057,"10-24",262.917999997735,"alive","none","belted",1,"m",43,2002,1988,"unavail","driver",0,0,"13:104:2"
"23059",23059,"25-39",131.143999999389,"alive","none","belted",0,"m",52,2002,1990,"unavail","driver",0,0,"13:108:2"
"23062",23062,"25-39",79.7589999996126,"alive","none","none",1,"f",28,2002,1988,"unavail","driver",0,3,"13:112:2"
"23063",23063,"25-39",79.7589999996126,"alive","none","none",1,"m",29,2002,1988,"unavail","pass",0,3,"13:112:2"
"23065",23065,"10-24",1037.57799999416,"alive","none","belted",1,"m",17,2002,1984,"unavail","driver",0,0,"13:114:1"
"23066",23066,"10-24",1037.57799999416,"alive","none","belted",1,"m",19,2002,1984,"unavail","pass",0,0,"13:114:1"
"23068",23068,"10-24",302.639999996871,"alive","airbag","belted",0,"m",52,2002,1998,"nodeploy","pass",0,0,"13:117:1"
"23071",23071,"25-39",1245.09299999475,"alive","airbag","belted",1,"f",24,2002,1997,"deploy","driver",1,0,"13:119:1"
"23073",23073,"10-24",74.9739999994636,"alive","airbag","belted",1,"f",26,2002,1993,"deploy","driver",1,3,"13:120:1"
"23075",23075,"25-39",79.7589999996126,"alive","none","belted",0,"f",16,2002,1986,"unavail","driver",0,0,"13:121:1"
"23078",23078,"10-24",546.642999999225,"alive","airbag","belted",1,"m",38,2002,1993,"deploy","driver",1,1,"13:123:1"
"23079",23079,"10-24",546.642999999225,"alive","airbag","belted",0,"m",80,2002,1995,"nodeploy","driver",0,1,"13:123:2"
"23081",23081,"10-24",2248.94899997115,"alive","airbag","belted",0,"f",16,2002,1995,"nodeploy","driver",0,0,"13:124:2"
"23082",23082,"25-39",79.7589999996126,"alive","airbag","belted",0,"f",40,2002,1996,"nodeploy","driver",0,3,"13:125:1"
"23084",23084,"25-39",79.7589999996126,"alive","airbag","belted",1,"m",57,2002,1996,"deploy","driver",1,3,"13:129:1"
"23087",23087,"10-24",293.407999999821,"alive","airbag","belted",0,"f",21,2002,2001,"nodeploy","driver",0,1,"13:130:2"
"23089",23089,"10-24",723.181999996305,"alive","airbag","belted",1,"f",18,2002,1992,"deploy","driver",1,1,"13:131:2"
"23091",23091,"55+",79.7589999996126,"dead","airbag","none",1,"f",67,2002,1993,"deploy","driver",1,3,"13:132:2"
"23094",23094,"10-24",483.671999998391,"alive","airbag","belted",1,"m",19,2002,2000,"deploy","pass",1,0,"13:134:1"
"23095",23095,"10-24",483.671999998391,"alive","airbag","belted",0,"f",21,2002,1995,"deploy","driver",1,0,"13:134:2"
"23097",23097,"25-39",79.7589999996126,"alive","airbag","belted",0,"m",26,2002,1995,"deploy","driver",1,0,"13:137:1"
"23098",23098,"25-39",79.7589999996126,"alive","none","belted",0,"m",33,2002,1995,"unavail","pass",0,0,"13:137:1"
"23100",23100,"10-24",1858.71099999547,"alive","none","none",1,"f",33,2002,1990,"unavail","pass",0,0,"13:138:1"
"23103",23103,"40-54",85.6489999992773,"dead","none","belted",1,"f",43,2002,1988,"unavail","pass",0,4,"13:140:1"
"23105",23105,"10-24",87.734999999404,"alive","airbag","belted",1,"m",32,2002,2000,"nodeploy","driver",0,1,"13:141:2"
"23107",23107,"25-39",74.9739999994636,"alive","airbag","belted",1,"m",64,2002,2000,"deploy","driver",1,1,"13:143:2"
"23110",23110,"10-24",170.621999999508,"alive","airbag","belted",1,"m",85,2002,2000,"deploy","pass",1,NA,"13:144:2"
"23111",23111,"10-24",1730.16099999845,"alive","airbag","belted",0,"f",24,2002,1996,"nodeploy","driver",0,0,"13:145:1"
"23113",23113,"25-39",93.2389999991283,"alive","none","belted",1,"f",18,2002,1993,"unavail","driver",0,3,"13:146:2"
"23114",23114,"25-39",93.2389999991283,"alive","none","belted",1,"f",17,2002,1993,"unavail","pass",0,3,"13:146:2"
"23116",23116,"10-24",85.6849999995902,"alive","none","belted",1,"f",60,2002,1985,"unavail","driver",0,0,"13:150:1"
"23119",23119,"40-54",85.6489999992773,"dead","airbag","none",0,"f",42,2002,1994,"deploy","driver",1,4,"13:151:1"
"23121",23121,"25-39",85.6489999992773,"alive","none","none",1,"m",18,2002,1989,"unavail","driver",0,2,"13:151:2"
"23123",23123,"25-39",74.9739999994636,"alive","airbag","belted",0,"m",16,2002,2000,"nodeploy","driver",0,3,"13:155:1"
"23126",23126,"55+",85.6489999992773,"dead","none","none",1,"m",33,2002,1985,"unavail","driver",0,4,"13:158:1"
"23127",23127,"55+",85.6489999992773,"dead","none","none",1,"f",38,2002,1985,"unavail","pass",0,4,"13:158:1"
"23129",23129,"10-24",4150.30999994278,"alive","airbag","belted",1,"m",41,2002,1996,"nodeploy","driver",0,0,"13:161:1"
"23130",23130,"25-39",79.7589999996126,"alive","airbag","belted",0,"m",74,2002,1998,"nodeploy","driver",0,3,"13:162:1"
"23132",23132,"25-39",79.7589999996126,"alive","airbag","belted",1,"m",27,2002,1999,"deploy","pass",1,NA,"13:162:2"
"23135",23135,"10-24",1175.92099998891,"alive","airbag","belted",0,"f",37,2002,1994,"nodeploy","driver",0,0,"13:165:2"
"23137",23137,"25-39",79.7589999996126,"alive","airbag","belted",0,"f",84,2002,1993,"deploy","driver",1,3,"13:166:2"
"23139",23139,"10-24",79.7589999996126,"alive","none","belted",1,"f",30,2002,1994,"unavail","driver",0,1,"13:167:2"
"23142",23142,"10-24",71.625,"alive","airbag","belted",1,"f",65,2002,1999,"nodeploy","driver",0,1,"13:170:2"
"23143",23143,"10-24",674.42499999702,"alive","airbag","belted",1,"f",16,2002,1995,"deploy","driver",1,0,"13:171:1"
"23145",23145,"10-24",674.42499999702,"alive","none","belted",1,"m",16,2002,1985,"unavail","driver",0,0,"13:172:1"
"23146",23146,"10-24",74.9739999994636,"alive","none","belted",1,"m",24,2002,1987,"unavail","driver",0,0,"13:174:1"
"23148",23148,"10-24",327.859999999404,"alive","none","belted",1,"f",36,2002,1986,"unavail","driver",0,2,"13:175:2"
"23151",23151,"25-39",1601.46799999475,"alive","none","belted",1,"f",44,2002,1984,"unavail","driver",0,0,"13:179:2"
"23153",23153,"40-54",79.7589999996126,"alive","airbag","belted",1,"m",18,2002,1995,"deploy","driver",1,3,"13:180:1"
"23155",23155,"25-39",79.7589999996126,"alive","airbag","belted",1,"f",40,2002,1995,"deploy","driver",1,1,"13:181:1"
"23158",23158,"10-24",340.469999998808,"alive","none","belted",1,"m",69,2002,1994,"unavail","driver",0,3,"13:184:1"
"23159",23159,"25-39",104.879999999888,"alive","airbag","belted",0,"f",18,2002,1993,"deploy","driver",1,0,"13:186:1"
"23161",23161,"25-39",258.504999998957,"alive","airbag","none",1,"m",68,2002,1995,"deploy","driver",1,2,"13:187:1"
"23162",23162,"10-24",437.437999997288,"alive","none","belted",1,"m",17,2002,1992,"unavail","driver",0,0,"13:188:1"
"23164",23164,"40-54",84.0129999993369,"alive","none","belted",1,"m",24,2002,1988,"unavail","driver",0,3,"13:190:1"
"23167",23167,"25-39",269.447999998927,"alive","none","belted",0,"f",42,2002,1985,"unavail","driver",0,2,"13:191:1"
"23169",23169,"10-24",79.7589999996126,"alive","airbag","belted",1,"f",40,2002,1996,"deploy","driver",1,3,"13:193:1"
"23171",23171,"10-24",361.485999997705,"alive","airbag","belted",0,"f",47,2002,1994,"deploy","driver",1,0,"13:194:2"
"23174",23174,"10-24",107.778999999166,"alive","none","none",0,"f",44,2002,1988,"unavail","pass",0,2,"13:197:2"
"23175",23175,"25-39",85.6489999992773,"alive","none","belted",0,"m",75,2002,1991,"unavail","driver",0,1,"13:203:1"
"23177",23177,"10-24",102.091999999247,"alive","airbag","belted",1,"m",25,2002,1998,"deploy","driver",1,0,"13:204:1"
"23178",23178,"25-39",102.091999999247,"alive","airbag","belted",0,"m",19,2002,1992,"deploy","driver",1,0,"13:204:2"
"23180",23180,"10-24",74.9739999994636,"alive","airbag","belted",1,"m",30,2002,2000,"deploy","driver",1,0,"13:206:1"
"23183",23183,"10-24",341.414999999106,"alive","airbag","belted",1,"m",37,2002,2002,"nodeploy","driver",0,0,"13:208:1"
"23185",23185,"25-39",1655.09999999404,"alive","airbag","belted",0,"m",21,2002,1993,"nodeploy","driver",0,0,"41:2:2"
"23187",23187,"25-39",564.236999996006,"alive","airbag","belted",1,"m",85,2002,1997,"deploy","driver",1,2,"41:4:1"
"23190",23190,"25-39",10.8859999999404,"alive","airbag","belted",0,"f",53,2002,1995,"nodeploy","driver",0,3,"41:6:1"
"23191",23191,"25-39",10.8859999999404,"alive","airbag","none",0,"f",21,2002,1995,"nodeploy","pass",0,3,"41:6:1"
"23193",23193,"25-39",10.8859999999404,"alive","none","belted",1,"m",20,2002,2001,"unavail","pass",0,2,"41:6:2"
"23194",23194,"25-39",71.9419999998063,"alive","airbag","belted",0,"m",88,2002,1993,"nodeploy","driver",0,2,"41:8:1"
"23196",23196,"10-24",71.9419999998063,"alive","airbag","belted",0,"f",23,2002,1999,"nodeploy","driver",0,1,"41:8:3"
"23199",23199,"40-54",23.5789999999106,"alive","airbag","belted",1,"f",34,2002,1999,"deploy","driver",1,3,"41:14:2"
"23201",23201,"10-24",103.864999999292,"alive","airbag","none",1,"m",55,2002,1996,"deploy","driver",1,0,"41:19:1"
"23203",23203,"10-24",62.1009999997914,"alive","airbag","belted",1,"m",31,2002,2000,"deploy","driver",1,0,"41:20:1"
"23206",23206,"25-39",50.7479999996722,"dead","none","none",1,"m",86,2002,1990,"unavail","driver",0,3,"41:23:1"
"23207",23207,"25-39",93.5209999997169,"alive","airbag","belted",1,"m",21,2002,1997,"deploy","pass",1,3,"41:24:1"
"23209",23209,"25-39",93.5209999997169,"alive","airbag","belted",0,"f",50,2002,1998,"deploy","pass",1,2,"41:24:2"
"23210",23210,"10-24",24.1679999998305,"alive","airbag","belted",1,"f",41,2002,1994,"nodeploy","driver",0,0,"41:26:3"
"23212",23212,"10-24",360.484999999404,"alive","airbag","belted",1,"m",63,2002,1996,"deploy","driver",1,1,"41:29:1"
"23215",23215,"25-39",186.547999998555,"alive","none","none",1,"f",20,2002,1987,"unavail","driver",0,2,"41:33:1"
"23217",23217,"40-54",47.8539999998175,"alive","none","none",1,"m",25,2002,1985,"unavail","driver",0,3,"41:37:1"
"23219",23219,"25-39",47.8539999998175,"alive","airbag","belted",0,"f",27,2002,1999,"nodeploy","driver",0,0,"41:37:3"
"23222",23222,"10-24",18.8259999998845,"alive","airbag","belted",0,"f",45,2002,2000,"nodeploy","pass",0,3,"41:40:2"
"23223",23223,"25-39",18.8259999998845,"alive","airbag","belted",1,"m",38,2002,2001,"deploy","driver",1,0,"41:42:1"
"23225",23225,"25-39",18.8259999998845,"alive","airbag","belted",0,"f",29,2002,2002,"nodeploy","pass",0,2,"41:42:2"
"23226",23226,"10-24",18.8259999998845,"alive","none","belted",0,"m",32,2002,1993,"unavail","driver",0,0,"41:42:3"
"23228",23228,"10-24",18.8259999998845,"alive","none","belted",0,"m",48,2002,1984,"unavail","driver",0,0,"41:43:1"
"23231",23231,"10-24",263.739999998361,"alive","airbag","belted",0,"m",38,2002,2000,"nodeploy","driver",0,1,"41:44:1"
"23233",23233,"40-54",22.5389999998733,"dead","airbag","none",0,"m",32,2002,2000,"nodeploy","driver",0,4,"41:49:1"
"23235",23235,"25-39",277.860999997705,"alive","airbag","belted",0,"f",18,2002,1995,"nodeploy","driver",0,3,"41:50:1"
"23238",23238,"25-39",61.0389999998733,"alive","airbag","belted",1,"f",54,2002,1996,"deploy","driver",1,2,"41:51:1"
"23239",23239,"25-39",61.0389999998733,"alive","airbag","belted",0,"f",34,2002,1996,"nodeploy","driver",0,3,"41:51:2"
"23241",23241,"10-24",19.2959999998566,"alive","airbag","belted",0,"m",21,2002,1997,"nodeploy","pass",0,1,"41:52:1"
"23242",23242,"25-39",504.964999999851,"alive","airbag","none",1,"f",43,2002,1999,"deploy","driver",1,0,"41:53:1"
"23244",23244,"25-39",19.5209999999497,"alive","airbag","belted",0,"m",29,2002,1998,"deploy","driver",1,1,"41:55:2"
"23247",23247,"25-39",19.5209999999497,"alive","none","none",1,"m",27,2002,1993,"unavail","driver",0,3,"41:57:2"
"23249",23249,"25-39",19.2959999998566,"alive","airbag","none",1,"m",28,2002,1994,"deploy","driver",1,3,"41:58:1"
"23251",23251,"10-24",18.8259999998845,"alive","airbag","none",0,"m",42,2002,1997,"nodeploy","driver",0,0,"41:59:2"
"23254",23254,"25-39",19.2959999998566,"alive","airbag","belted",0,"f",44,2002,2000,"deploy","driver",1,1,"41:61:3"
"23255",23255,"25-39",52.2279999996535,"alive","none","belted",1,"m",20,2002,1989,"unavail","driver",0,2,"41:62:2"
"23257",23257,"25-39",44.3029999998398,"alive","airbag","belted",0,"m",72,2002,1998,"deploy","driver",1,2,"41:65:1"
"23258",23258,"25-39",44.3029999998398,"alive","airbag","belted",0,"f",72,2002,1998,"deploy","pass",1,3,"41:65:1"
"23260",23260,"40-54",44.3029999998398,"alive","airbag","belted",1,"m",41,2002,1999,"deploy","driver",1,0,"41:67:2"
